[ 5913.454883] TCP: my_cca: seq=1 cwnd=10 rtt=191 bytes_acked=1448 bytes_sent=10220 phase=slow_start Destination: 192.168.88.253:34706
[ 5916.445669] TCP: my_cca: seq=34918 cwnd=3 rtt=114 bytes_acked=88251340 bytes_sent=100844596 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5916.446337] TCP: my_cca: seq=34925 cwnd=6 rtt=255 bytes_acked=88273060 bytes_sent=100869212 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5916.446540] TCP: my_cca: seq=34927 cwnd=3 rtt=120 bytes_acked=88277404 bytes_sent=100876452 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5916.447063] TCP: my_cca: seq=34933 cwnd=6 rtt=166 bytes_acked=88294780 bytes_sent=100898172 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5916.447421] TCP: my_cca: seq=34937 cwnd=3 rtt=126 bytes_acked=88303468 bytes_sent=100905412 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5916.447943] TCP: my_cca: seq=34944 cwnd=6 rtt=134 bytes_acked=88320844 bytes_sent=100927132 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5916.448303] TCP: my_cca: seq=34947 cwnd=3 rtt=127 bytes_acked=88329532 bytes_sent=100934372 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5916.448821] TCP: my_cca: seq=34954 cwnd=6 rtt=169 bytes_acked=88346908 bytes_sent=100956092 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5916.449167] TCP: my_cca: seq=34958 cwnd=3 rtt=117 bytes_acked=88355596 bytes_sent=100963332 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5916.449702] TCP: my_cca: seq=34964 cwnd=6 rtt=172 bytes_acked=88372972 bytes_sent=100985052 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5916.450042] TCP: my_cca: seq=34968 cwnd=3 rtt=122 bytes_acked=88381660 bytes_sent=100992292 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5916.450560] TCP: my_cca: seq=34975 cwnd=6 rtt=147 bytes_acked=88399036 bytes_sent=101014012 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5916.450910] TCP: my_cca: seq=34978 cwnd=3 rtt=125 bytes_acked=88407724 bytes_sent=101021252 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5916.451430] TCP: my_cca: seq=34985 cwnd=6 rtt=180 bytes_acked=88425100 bytes_sent=101042972 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5916.451774] TCP: my_cca: seq=34988 cwnd=3 rtt=122 bytes_acked=88433788 bytes_sent=101050212 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5916.452304] TCP: my_cca: seq=34994 cwnd=6 rtt=160 bytes_acked=88451164 bytes_sent=101071932 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5916.452658] TCP: my_cca: seq=34998 cwnd=3 rtt=123 bytes_acked=88459852 bytes_sent=101079172 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5916.452869] TCP: my_cca: seq=35000 cwnd=4 rtt=111 bytes_acked=88465644 bytes_sent=101084964 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5916.453192] TCP: my_cca: seq=35005 cwnd=6 rtt=147 bytes_acked=88477228 bytes_sent=101100892 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5916.453513] TCP: my_cca: seq=35009 cwnd=3 rtt=122 bytes_acked=88485916 bytes_sent=101108132 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5916.454182] TCP: my_cca: seq=35016 cwnd=6 rtt=207 bytes_acked=88506188 bytes_sent=101153020 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5916.454343] TCP: my_cca: seq=35019 cwnd=3 rtt=286 bytes_acked=88511980 bytes_sent=101154468 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5916.454914] TCP: my_cca: seq=35026 cwnd=6 rtt=149 bytes_acked=88529356 bytes_sent=101180532 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5916.455261] TCP: my_cca: seq=35030 cwnd=3 rtt=122 bytes_acked=88538044 bytes_sent=101187772 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5916.455796] TCP: my_cca: seq=35036 cwnd=6 rtt=173 bytes_acked=88555420 bytes_sent=101209492 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5916.456167] TCP: my_cca: seq=35040 cwnd=3 rtt=137 bytes_acked=88564108 bytes_sent=101216732 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5916.456800] TCP: my_cca: seq=35047 cwnd=6 rtt=181 bytes_acked=88584380 bytes_sent=101239900 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5916.457002] TCP: my_cca: seq=35050 cwnd=3 rtt=119 bytes_acked=88590172 bytes_sent=101247140 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5916.457669] TCP: my_cca: seq=35056 cwnd=6 rtt=286 bytes_acked=88610444 bytes_sent=101270308 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5916.457922] TCP: my_cca: seq=35059 cwnd=3 rtt=157 bytes_acked=88616236 bytes_sent=101277548 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5916.458953] TCP: my_cca: seq=35070 cwnd=7 rtt=277 bytes_acked=88648092 bytes_sent=101312300 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5916.459231] TCP: my_cca: seq=35073 cwnd=3 rtt=112 bytes_acked=88656780 bytes_sent=101319540 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5916.459872] TCP: my_cca: seq=35079 cwnd=6 rtt=228 bytes_acked=88675604 bytes_sent=101347052 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5916.460036] TCP: my_cca: seq=35082 cwnd=3 rtt=298 bytes_acked=88681396 bytes_sent=101348500 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5916.460699] TCP: my_cca: seq=35088 cwnd=6 rtt=200 bytes_acked=88700220 bytes_sent=101371668 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5916.460959] TCP: my_cca: seq=35091 cwnd=3 rtt=112 bytes_acked=88708908 bytes_sent=101378908 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5916.461568] TCP: my_cca: seq=35098 cwnd=6 rtt=274 bytes_acked=88726284 bytes_sent=101400628 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5916.461710] TCP: my_cca: seq=35100 cwnd=3 rtt=105 bytes_acked=88732076 bytes_sent=101404972 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5916.461832] TCP: my_cca: seq=35101 cwnd=3 rtt=114 bytes_acked=88734972 bytes_sent=101407868 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5916.462444] TCP: my_cca: seq=35108 cwnd=6 rtt=236 bytes_acked=88752348 bytes_sent=101429588 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5916.462706] TCP: my_cca: seq=35111 cwnd=3 rtt=115 bytes_acked=88761036 bytes_sent=101436828 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5916.463351] TCP: my_cca: seq=35117 cwnd=6 rtt=273 bytes_acked=88781308 bytes_sent=101459996 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5916.463603] TCP: my_cca: seq=35119 cwnd=3 rtt=108 bytes_acked=88787100 bytes_sent=101467236 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5916.464183] TCP: my_cca: seq=35126 cwnd=6 rtt=240 bytes_acked=88804476 bytes_sent=101488956 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5916.464434] TCP: my_cca: seq=35129 cwnd=3 rtt=112 bytes_acked=88813164 bytes_sent=101496196 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5916.465059] TCP: my_cca: seq=35135 cwnd=6 rtt=277 bytes_acked=88830540 bytes_sent=101517916 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5916.465317] TCP: my_cca: seq=35138 cwnd=3 rtt=110 bytes_acked=88839228 bytes_sent=101525156 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5916.465930] TCP: my_cca: seq=35144 cwnd=6 rtt=261 bytes_acked=88856604 bytes_sent=101546876 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5916.466190] TCP: my_cca: seq=35147 cwnd=3 rtt=113 bytes_acked=88865292 bytes_sent=101554116 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5916.466804] TCP: my_cca: seq=35153 cwnd=6 rtt=276 bytes_acked=88882668 bytes_sent=101575836 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5916.467023] TCP: my_cca: seq=35156 cwnd=3 rtt=127 bytes_acked=88889908 bytes_sent=101583076 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5916.467555] TCP: my_cca: seq=35163 cwnd=6 rtt=153 bytes_acked=88907284 bytes_sent=101604796 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5916.467914] TCP: my_cca: seq=35167 cwnd=3 rtt=127 bytes_acked=88915972 bytes_sent=101612036 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5916.468436] TCP: my_cca: seq=35174 cwnd=6 rtt=139 bytes_acked=88933348 bytes_sent=101633756 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5916.468781] TCP: my_cca: seq=35178 cwnd=3 rtt=120 bytes_acked=88942036 bytes_sent=101640996 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5916.469297] TCP: my_cca: seq=35185 cwnd=6 rtt=135 bytes_acked=88959412 bytes_sent=101665612 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5916.469644] TCP: my_cca: seq=35189 cwnd=3 rtt=119 bytes_acked=88968100 bytes_sent=101672852 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5916.470291] TCP: my_cca: seq=35197 cwnd=6 rtt=228 bytes_acked=88986924 bytes_sent=101694572 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5916.470547] TCP: my_cca: seq=35200 cwnd=3 rtt=115 bytes_acked=88995612 bytes_sent=101701812 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5916.471160] TCP: my_cca: seq=35206 cwnd=6 rtt=251 bytes_acked=89012988 bytes_sent=101723532 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5916.471416] TCP: my_cca: seq=35209 cwnd=3 rtt=113 bytes_acked=89021676 bytes_sent=101730772 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5916.472032] TCP: my_cca: seq=35216 cwnd=6 rtt=281 bytes_acked=89039052 bytes_sent=101752492 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5916.472311] TCP: my_cca: seq=35219 cwnd=3 rtt=112 bytes_acked=89047740 bytes_sent=101759732 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5916.472940] TCP: my_cca: seq=35226 cwnd=6 rtt=264 bytes_acked=89068012 bytes_sent=101782900 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5916.473149] TCP: my_cca: seq=35228 cwnd=3 rtt=122 bytes_acked=89072356 bytes_sent=101790140 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5916.473630] TCP: my_cca: seq=35235 cwnd=6 rtt=133 bytes_acked=89089732 bytes_sent=101811860 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5916.473960] TCP: my_cca: seq=35238 cwnd=3 rtt=105 bytes_acked=89098420 bytes_sent=101817652 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5916.474525] TCP: my_cca: seq=35246 cwnd=6 rtt=167 bytes_acked=89115796 bytes_sent=101840820 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5916.474893] TCP: my_cca: seq=35250 cwnd=3 rtt=126 bytes_acked=89124484 bytes_sent=101848060 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5916.475519] TCP: my_cca: seq=35257 cwnd=6 rtt=245 bytes_acked=89143308 bytes_sent=101869780 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5916.475771] TCP: my_cca: seq=35260 cwnd=3 rtt=112 bytes_acked=89151996 bytes_sent=101877020 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5916.476397] TCP: my_cca: seq=35266 cwnd=6 rtt=249 bytes_acked=89169372 bytes_sent=101898740 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5916.476656] TCP: my_cca: seq=35269 cwnd=3 rtt=110 bytes_acked=89178060 bytes_sent=101905980 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5916.477266] TCP: my_cca: seq=35275 cwnd=6 rtt=280 bytes_acked=89195436 bytes_sent=101927700 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5916.477523] TCP: my_cca: seq=35278 cwnd=3 rtt=109 bytes_acked=89204124 bytes_sent=101934940 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5916.478140] TCP: my_cca: seq=35284 cwnd=6 rtt=251 bytes_acked=89221500 bytes_sent=101959556 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5916.478395] TCP: my_cca: seq=35287 cwnd=3 rtt=109 bytes_acked=89230188 bytes_sent=101966796 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5916.479009] TCP: my_cca: seq=35293 cwnd=6 rtt=274 bytes_acked=89247564 bytes_sent=101988516 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5916.479223] TCP: my_cca: seq=35296 cwnd=3 rtt=123 bytes_acked=89254804 bytes_sent=101995756 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5916.479516] TCP: my_cca: seq=35300 cwnd=5 rtt=136 bytes_acked=89263492 bytes_sent=102005892 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5916.479770] TCP: my_cca: seq=35303 cwnd=6 rtt=161 bytes_acked=89272180 bytes_sent=102017476 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5916.480136] TCP: my_cca: seq=35307 cwnd=3 rtt=143 bytes_acked=89280868 bytes_sent=102024716 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5916.480781] TCP: my_cca: seq=35314 cwnd=6 rtt=208 bytes_acked=89301140 bytes_sent=102047884 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5916.480983] TCP: my_cca: seq=35317 cwnd=3 rtt=116 bytes_acked=89306932 bytes_sent=102055124 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5916.481651] TCP: my_cca: seq=35325 cwnd=6 rtt=212 bytes_acked=89327204 bytes_sent=102078292 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5916.481860] TCP: my_cca: seq=35328 cwnd=3 rtt=128 bytes_acked=89332996 bytes_sent=102085532 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5916.482498] TCP: my_cca: seq=35335 cwnd=6 rtt=251 bytes_acked=89351820 bytes_sent=102107252 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5916.482758] TCP: my_cca: seq=35338 cwnd=3 rtt=111 bytes_acked=89360508 bytes_sent=102114492 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5916.483368] TCP: my_cca: seq=35345 cwnd=6 rtt=274 bytes_acked=89377884 bytes_sent=102136212 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5916.483621] TCP: my_cca: seq=35348 cwnd=3 rtt=111 bytes_acked=89386572 bytes_sent=102143452 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5916.484267] TCP: my_cca: seq=35355 cwnd=6 rtt=283 bytes_acked=89405396 bytes_sent=102188340 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5916.484428] TCP: my_cca: seq=35358 cwnd=3 rtt=286 bytes_acked=89411188 bytes_sent=102189788 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5916.485113] TCP: my_cca: seq=35366 cwnd=6 rtt=234 bytes_acked=89430012 bytes_sent=102212956 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5916.485344] TCP: my_cca: seq=35369 cwnd=3 rtt=141 bytes_acked=89437252 bytes_sent=102220196 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5916.486378] TCP: my_cca: seq=35382 cwnd=7 rtt=234 bytes_acked=89469108 bytes_sent=102254948 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5916.486654] TCP: my_cca: seq=35386 cwnd=3 rtt=113 bytes_acked=89477796 bytes_sent=102262188 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5916.487294] TCP: my_cca: seq=35393 cwnd=6 rtt=250 bytes_acked=89495172 bytes_sent=102283908 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5916.487599] TCP: my_cca: seq=35396 cwnd=3 rtt=127 bytes_acked=89503860 bytes_sent=102291148 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5916.487963] TCP: my_cca: seq=35400 cwnd=5 rtt=118 bytes_acked=89515444 bytes_sent=102304180 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5916.488460] TCP: my_cca: seq=35405 cwnd=7 rtt=270 bytes_acked=89529924 bytes_sent=102321556 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5916.488733] TCP: my_cca: seq=35408 cwnd=3 rtt=116 bytes_acked=89538612 bytes_sent=102328796 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5916.489355] TCP: my_cca: seq=35415 cwnd=6 rtt=215 bytes_acked=89557436 bytes_sent=102351964 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5916.489603] TCP: my_cca: seq=35418 cwnd=3 rtt=106 bytes_acked=89564676 bytes_sent=102359204 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5916.490491] TCP: my_cca: seq=35427 cwnd=7 rtt=248 bytes_acked=89590740 bytes_sent=102389612 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5916.490757] TCP: my_cca: seq=35430 cwnd=3 rtt=110 bytes_acked=89599428 bytes_sent=102396852 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5916.491364] TCP: my_cca: seq=35436 cwnd=6 rtt=239 bytes_acked=89616804 bytes_sent=102421468 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5916.491625] TCP: my_cca: seq=35439 cwnd=3 rtt=116 bytes_acked=89625492 bytes_sent=102428708 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5916.492271] TCP: my_cca: seq=35445 cwnd=6 rtt=313 bytes_acked=89644316 bytes_sent=102451876 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5916.492551] TCP: my_cca: seq=35448 cwnd=3 rtt=108 bytes_acked=89651556 bytes_sent=102459116 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5916.493275] TCP: my_cca: seq=35458 cwnd=7 rtt=201 bytes_acked=89676172 bytes_sent=102489524 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5916.493715] TCP: my_cca: seq=35461 cwnd=3 rtt=239 bytes_acked=89684860 bytes_sent=102495316 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5916.494583] TCP: my_cca: seq=35472 cwnd=7 rtt=177 bytes_acked=89715268 bytes_sent=102531516 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5916.494911] TCP: my_cca: seq=35475 cwnd=3 rtt=116 bytes_acked=89723956 bytes_sent=102537308 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5916.495742] TCP: my_cca: seq=35485 cwnd=7 rtt=243 bytes_acked=89750020 bytes_sent=102569164 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5916.496223] TCP: my_cca: seq=35489 cwnd=3 rtt=131 bytes_acked=89760156 bytes_sent=102576404 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5916.496930] TCP: my_cca: seq=35498 cwnd=7 rtt=194 bytes_acked=89784772 bytes_sent=102606812 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5916.497125] TCP: my_cca: seq=35500 cwnd=3 rtt=325 bytes_acked=89789116 bytes_sent=102609708 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5916.497275] TCP: my_cca: seq=35502 cwnd=3 rtt=117 bytes_acked=89793460 bytes_sent=102612604 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5916.497906] TCP: my_cca: seq=35509 cwnd=6 rtt=236 bytes_acked=89812284 bytes_sent=102635772 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5916.498165] TCP: my_cca: seq=35512 cwnd=3 rtt=116 bytes_acked=89820972 bytes_sent=102643012 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5916.498780] TCP: my_cca: seq=35518 cwnd=6 rtt=254 bytes_acked=89838348 bytes_sent=102667628 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5916.499032] TCP: my_cca: seq=35521 cwnd=3 rtt=108 bytes_acked=89847036 bytes_sent=102674868 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5916.499647] TCP: my_cca: seq=35527 cwnd=6 rtt=259 bytes_acked=89864412 bytes_sent=102696588 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5916.499908] TCP: my_cca: seq=35530 cwnd=3 rtt=114 bytes_acked=89873100 bytes_sent=102703828 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5916.500523] TCP: my_cca: seq=35536 cwnd=6 rtt=241 bytes_acked=89890476 bytes_sent=102725548 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5916.500790] TCP: my_cca: seq=35539 cwnd=3 rtt=121 bytes_acked=89899164 bytes_sent=102732788 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5916.501420] TCP: my_cca: seq=35546 cwnd=6 rtt=262 bytes_acked=89917988 bytes_sent=102755956 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5916.501695] TCP: my_cca: seq=35549 cwnd=3 rtt=130 bytes_acked=89925228 bytes_sent=102763196 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5916.502265] TCP: my_cca: seq=35555 cwnd=6 rtt=226 bytes_acked=89942604 bytes_sent=102787812 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5916.502497] TCP: my_cca: seq=35558 cwnd=3 rtt=146 bytes_acked=89949844 bytes_sent=102795052 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5916.503574] TCP: my_cca: seq=35570 cwnd=7 rtt=255 bytes_acked=89981700 bytes_sent=102829804 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5916.503809] TCP: my_cca: seq=35573 cwnd=3 rtt=128 bytes_acked=89988940 bytes_sent=102835596 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5916.504619] TCP: my_cca: seq=35582 cwnd=7 rtt=201 bytes_acked=90015004 bytes_sent=102870348 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5916.504918] TCP: my_cca: seq=35585 cwnd=3 rtt=102 bytes_acked=90023692 bytes_sent=102876140 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5916.505481] TCP: my_cca: seq=35592 cwnd=6 rtt=149 bytes_acked=90041068 bytes_sent=102899308 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5916.505873] TCP: my_cca: seq=35596 cwnd=3 rtt=141 bytes_acked=90049756 bytes_sent=102906548 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5916.506396] TCP: my_cca: seq=35600 cwnd=5 rtt=142 bytes_acked=90064236 bytes_sent=102921028 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5916.506952] TCP: my_cca: seq=35608 cwnd=7 rtt=246 bytes_acked=90084508 bytes_sent=102945644 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5916.507342] TCP: my_cca: seq=35611 cwnd=3 rtt=145 bytes_acked=90093196 bytes_sent=102952884 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5916.508120] TCP: my_cca: seq=35620 cwnd=7 rtt=136 bytes_acked=90119260 bytes_sent=102986188 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5916.508470] TCP: my_cca: seq=35624 cwnd=3 rtt=124 bytes_acked=90127948 bytes_sent=102993428 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5916.509099] TCP: my_cca: seq=35631 cwnd=6 rtt=225 bytes_acked=90146772 bytes_sent=103015148 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5916.509346] TCP: my_cca: seq=35634 cwnd=3 rtt=108 bytes_acked=90155460 bytes_sent=103022388 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5916.510258] TCP: my_cca: seq=35642 cwnd=7 rtt=210 bytes_acked=90181524 bytes_sent=103052796 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5916.510515] TCP: my_cca: seq=35645 cwnd=3 rtt=167 bytes_acked=90188764 bytes_sent=103060036 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5916.511188] TCP: my_cca: seq=35653 cwnd=6 rtt=262 bytes_acked=90210484 bytes_sent=103083204 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5916.511402] TCP: my_cca: seq=35655 cwnd=3 rtt=127 bytes_acked=90214828 bytes_sent=103090444 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5916.512012] TCP: my_cca: seq=35662 cwnd=6 rtt=200 bytes_acked=90235100 bytes_sent=103113612 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5916.512284] TCP: my_cca: seq=35665 cwnd=3 rtt=107 bytes_acked=90242340 bytes_sent=103120852 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5916.512874] TCP: my_cca: seq=35671 cwnd=6 rtt=234 bytes_acked=90259716 bytes_sent=103142572 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5916.513141] TCP: my_cca: seq=35674 cwnd=3 rtt=102 bytes_acked=90268404 bytes_sent=103149812 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5916.513599] TCP: my_cca: seq=35681 cwnd=6 rtt=150 bytes_acked=90284332 bytes_sent=103171532 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5916.514006] TCP: my_cca: seq=35685 cwnd=3 rtt=105 bytes_acked=90294468 bytes_sent=103178772 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5916.514611] TCP: my_cca: seq=35691 cwnd=6 rtt=268 bytes_acked=90311844 bytes_sent=103200492 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5916.514881] TCP: my_cca: seq=35694 cwnd=3 rtt=105 bytes_acked=90320532 bytes_sent=103207732 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5916.515485] TCP: my_cca: seq=35700 cwnd=6 rtt=258 bytes_acked=90337908 bytes_sent=103232348 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5916.515758] TCP: my_cca: seq=35703 cwnd=3 rtt=109 bytes_acked=90346596 bytes_sent=103239588 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5916.516360] TCP: my_cca: seq=35710 cwnd=6 rtt=247 bytes_acked=90363972 bytes_sent=103261308 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5916.516634] TCP: my_cca: seq=35713 cwnd=3 rtt=105 bytes_acked=90372660 bytes_sent=103268548 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5916.517227] TCP: my_cca: seq=35720 cwnd=6 rtt=243 bytes_acked=90390036 bytes_sent=103290268 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5916.517495] TCP: my_cca: seq=35723 cwnd=3 rtt=108 bytes_acked=90398724 bytes_sent=103297508 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5916.518100] TCP: my_cca: seq=35729 cwnd=6 rtt=242 bytes_acked=90416100 bytes_sent=103319228 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5916.518373] TCP: my_cca: seq=35732 cwnd=3 rtt=102 bytes_acked=90424788 bytes_sent=103326468 phase=congestion_avoidance Destination: 192.168.88.253:34706
