[ 6583.795387] TCP: my_cca: seq=1 cwnd=10 rtt=342 bytes_acked=4344 bytes_sent=10220 phase=slow_start Destination: 192.168.88.253:54910
[ 6592.125491] TCP: my_cca: seq=100164 cwnd=6 rtt=131 bytes_acked=248382764 bytes_sent=285584780 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6592.125829] TCP: my_cca: seq=100168 cwnd=3 rtt=121 bytes_acked=248391452 bytes_sent=285592020 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6592.126353] TCP: my_cca: seq=100176 cwnd=6 rtt=190 bytes_acked=248408828 bytes_sent=285613740 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6592.126650] TCP: my_cca: seq=100180 cwnd=3 rtt=125 bytes_acked=248417516 bytes_sent=285620980 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6592.127359] TCP: my_cca: seq=100188 cwnd=6 rtt=277 bytes_acked=248436340 bytes_sent=285642700 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6592.127610] TCP: my_cca: seq=100191 cwnd=3 rtt=106 bytes_acked=248445028 bytes_sent=285649940 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6592.128090] TCP: my_cca: seq=100198 cwnd=6 rtt=167 bytes_acked=248460956 bytes_sent=285671660 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6592.128255] TCP: my_cca: seq=100200 cwnd=3 rtt=297 bytes_acked=248465300 bytes_sent=285673108 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6592.128441] TCP: my_cca: seq=100202 cwnd=3 rtt=116 bytes_acked=248469644 bytes_sent=285678900 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6592.128962] TCP: my_cca: seq=100210 cwnd=6 rtt=191 bytes_acked=248487020 bytes_sent=285700620 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6592.129273] TCP: my_cca: seq=100214 cwnd=3 rtt=129 bytes_acked=248495708 bytes_sent=285707860 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6592.129925] TCP: my_cca: seq=100222 cwnd=6 rtt=213 bytes_acked=248514532 bytes_sent=285729580 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6592.130151] TCP: my_cca: seq=100225 cwnd=3 rtt=109 bytes_acked=248521772 bytes_sent=285735372 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6592.130655] TCP: my_cca: seq=100231 cwnd=6 rtt=218 bytes_acked=248536252 bytes_sent=285754196 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6592.130901] TCP: my_cca: seq=100235 cwnd=3 rtt=109 bytes_acked=248544940 bytes_sent=285761436 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6592.131572] TCP: my_cca: seq=100242 cwnd=6 rtt=272 bytes_acked=248562316 bytes_sent=285783156 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6592.131824] TCP: my_cca: seq=100245 cwnd=3 rtt=105 bytes_acked=248571004 bytes_sent=285790396 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6592.132310] TCP: my_cca: seq=100252 cwnd=6 rtt=185 bytes_acked=248586932 bytes_sent=285817908 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6592.132661] TCP: my_cca: seq=100256 cwnd=3 rtt=176 bytes_acked=248595620 bytes_sent=285825148 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6592.133175] TCP: my_cca: seq=100263 cwnd=6 rtt=187 bytes_acked=248612996 bytes_sent=285846868 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6592.133448] TCP: my_cca: seq=100266 cwnd=3 rtt=90 bytes_acked=248621684 bytes_sent=285852660 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6592.134192] TCP: my_cca: seq=100274 cwnd=6 rtt=278 bytes_acked=248640508 bytes_sent=285875828 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6592.134452] TCP: my_cca: seq=100277 cwnd=3 rtt=111 bytes_acked=248649196 bytes_sent=285883068 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6592.134964] TCP: my_cca: seq=100284 cwnd=6 rtt=208 bytes_acked=248665124 bytes_sent=285916372 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6592.135274] TCP: my_cca: seq=100288 cwnd=3 rtt=115 bytes_acked=248673812 bytes_sent=285923612 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6592.135795] TCP: my_cca: seq=100296 cwnd=6 rtt=183 bytes_acked=248691188 bytes_sent=285945332 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6592.136155] TCP: my_cca: seq=100300 cwnd=3 rtt=103 bytes_acked=248701324 bytes_sent=285952572 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6592.136809] TCP: my_cca: seq=100307 cwnd=6 rtt=278 bytes_acked=248718700 bytes_sent=285974292 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6592.137072] TCP: my_cca: seq=100310 cwnd=3 rtt=111 bytes_acked=248727388 bytes_sent=285981532 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6592.137552] TCP: my_cca: seq=100317 cwnd=6 rtt=167 bytes_acked=248743316 bytes_sent=286011940 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6592.137819] TCP: my_cca: seq=100320 cwnd=3 rtt=95 bytes_acked=248752004 bytes_sent=286017732 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6592.138421] TCP: my_cca: seq=100328 cwnd=6 rtt=179 bytes_acked=248769380 bytes_sent=286040900 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6592.138764] TCP: my_cca: seq=100332 cwnd=3 rtt=109 bytes_acked=248779516 bytes_sent=286048140 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6592.139426] TCP: my_cca: seq=100339 cwnd=6 rtt=279 bytes_acked=248796892 bytes_sent=286069860 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6592.139688] TCP: my_cca: seq=100342 cwnd=3 rtt=111 bytes_acked=248805580 bytes_sent=286077100 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6592.140208] TCP: my_cca: seq=100349 cwnd=6 rtt=216 bytes_acked=248821508 bytes_sent=286107508 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6592.140455] TCP: my_cca: seq=100353 cwnd=3 rtt=139 bytes_acked=248830196 bytes_sent=286111852 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6592.141031] TCP: my_cca: seq=100361 cwnd=6 rtt=175 bytes_acked=248847572 bytes_sent=286133572 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6592.141298] TCP: my_cca: seq=100364 cwnd=3 rtt=91 bytes_acked=248856260 bytes_sent=286139364 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6592.142039] TCP: my_cca: seq=100372 cwnd=6 rtt=278 bytes_acked=248875084 bytes_sent=286162532 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6592.142298] TCP: my_cca: seq=100375 cwnd=3 rtt=111 bytes_acked=248883772 bytes_sent=286169772 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6592.142774] TCP: my_cca: seq=100382 cwnd=6 rtt=177 bytes_acked=248899700 bytes_sent=286194388 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6592.143043] TCP: my_cca: seq=100386 cwnd=3 rtt=90 bytes_acked=248908388 bytes_sent=286200180 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6592.143645] TCP: my_cca: seq=100394 cwnd=6 rtt=150 bytes_acked=248925764 bytes_sent=286223348 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6592.144037] TCP: my_cca: seq=100398 cwnd=3 rtt=103 bytes_acked=248935900 bytes_sent=286230588 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6592.144196] TCP: my_cca: seq=100400 cwnd=4 rtt=117 bytes_acked=248941692 bytes_sent=286236380 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6592.144655] TCP: my_cca: seq=100405 cwnd=6 rtt=277 bytes_acked=248953276 bytes_sent=286252308 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6592.144901] TCP: my_cca: seq=100408 cwnd=3 rtt=105 bytes_acked=248961964 bytes_sent=286259548 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6592.145387] TCP: my_cca: seq=100415 cwnd=6 rtt=188 bytes_acked=248977892 bytes_sent=286281268 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6592.145693] TCP: my_cca: seq=100419 cwnd=3 rtt=120 bytes_acked=248986580 bytes_sent=286288508 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6592.146260] TCP: my_cca: seq=100427 cwnd=6 rtt=191 bytes_acked=249003956 bytes_sent=286310228 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6592.146632] TCP: my_cca: seq=100431 cwnd=3 rtt=110 bytes_acked=249014092 bytes_sent=286317468 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6592.147270] TCP: my_cca: seq=100438 cwnd=6 rtt=264 bytes_acked=249031468 bytes_sent=286339188 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6592.147523] TCP: my_cca: seq=100441 cwnd=3 rtt=105 bytes_acked=249040156 bytes_sent=286346428 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6592.148094] TCP: my_cca: seq=100448 cwnd=6 rtt=229 bytes_acked=249057532 bytes_sent=286368148 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6592.148332] TCP: my_cca: seq=100452 cwnd=3 rtt=105 bytes_acked=249066220 bytes_sent=286375388 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6592.149013] TCP: my_cca: seq=100459 cwnd=6 rtt=275 bytes_acked=249083596 bytes_sent=286397108 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6592.149214] TCP: my_cca: seq=100462 cwnd=3 rtt=111 bytes_acked=249090836 bytes_sent=286402900 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6592.149751] TCP: my_cca: seq=100470 cwnd=6 rtt=150 bytes_acked=249108212 bytes_sent=286426068 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6592.150113] TCP: my_cca: seq=100474 cwnd=3 rtt=118 bytes_acked=249116900 bytes_sent=286431860 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6592.150620] TCP: my_cca: seq=100482 cwnd=6 rtt=146 bytes_acked=249134276 bytes_sent=286455028 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6592.150969] TCP: my_cca: seq=100486 cwnd=3 rtt=119 bytes_acked=249142964 bytes_sent=286462268 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6592.151493] TCP: my_cca: seq=100494 cwnd=6 rtt=193 bytes_acked=249160340 bytes_sent=286483988 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6592.151767] TCP: my_cca: seq=100498 cwnd=3 rtt=90 bytes_acked=249169028 bytes_sent=286489780 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6592.151933] TCP: my_cca: seq=100500 cwnd=4 rtt=145 bytes_acked=249173372 bytes_sent=286495572 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6592.152504] TCP: my_cca: seq=100505 cwnd=6 rtt=279 bytes_acked=249187852 bytes_sent=286512948 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6592.152761] TCP: my_cca: seq=100508 cwnd=3 rtt=108 bytes_acked=249196540 bytes_sent=286520188 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6592.153244] TCP: my_cca: seq=100515 cwnd=6 rtt=168 bytes_acked=249212468 bytes_sent=286541908 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6592.153595] TCP: my_cca: seq=100519 cwnd=3 rtt=110 bytes_acked=249221156 bytes_sent=286547700 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6592.154127] TCP: my_cca: seq=100527 cwnd=6 rtt=169 bytes_acked=249238532 bytes_sent=286570868 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6592.154466] TCP: my_cca: seq=100531 cwnd=3 rtt=123 bytes_acked=249247220 bytes_sent=286578108 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6592.155119] TCP: my_cca: seq=100538 cwnd=6 rtt=273 bytes_acked=249266044 bytes_sent=286599828 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6592.155371] TCP: my_cca: seq=100541 cwnd=3 rtt=108 bytes_acked=249274732 bytes_sent=286607068 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6592.155849] TCP: my_cca: seq=100548 cwnd=6 rtt=167 bytes_acked=249290660 bytes_sent=286628788 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6592.156200] TCP: my_cca: seq=100552 cwnd=3 rtt=117 bytes_acked=249299348 bytes_sent=286634580 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6592.156731] TCP: my_cca: seq=100560 cwnd=6 rtt=150 bytes_acked=249316724 bytes_sent=286657748 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6592.157094] TCP: my_cca: seq=100563 cwnd=3 rtt=119 bytes_acked=249325412 bytes_sent=286664988 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6592.157739] TCP: my_cca: seq=100570 cwnd=6 rtt=276 bytes_acked=249344236 bytes_sent=286686708 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6592.157994] TCP: my_cca: seq=100573 cwnd=3 rtt=112 bytes_acked=249352924 bytes_sent=286693948 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6592.158468] TCP: my_cca: seq=100580 cwnd=6 rtt=176 bytes_acked=249368852 bytes_sent=286715668 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6592.158812] TCP: my_cca: seq=100584 cwnd=3 rtt=111 bytes_acked=249377540 bytes_sent=286721460 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6592.159339] TCP: my_cca: seq=100592 cwnd=6 rtt=139 bytes_acked=249394916 bytes_sent=286744628 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6592.159698] TCP: my_cca: seq=100596 cwnd=3 rtt=119 bytes_acked=249403604 bytes_sent=286751868 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6592.160017] TCP: my_cca: seq=100600 cwnd=5 rtt=105 bytes_acked=249413740 bytes_sent=286762004 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6592.160351] TCP: my_cca: seq=100604 cwnd=6 rtt=271 bytes_acked=249422428 bytes_sent=286773588 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6592.160593] TCP: my_cca: seq=100607 cwnd=3 rtt=107 bytes_acked=249431116 bytes_sent=286780828 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6592.161080] TCP: my_cca: seq=100614 cwnd=6 rtt=162 bytes_acked=249447044 bytes_sent=286802548 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6592.161431] TCP: my_cca: seq=100618 cwnd=3 rtt=116 bytes_acked=249455732 bytes_sent=286809788 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6592.161957] TCP: my_cca: seq=100626 cwnd=6 rtt=188 bytes_acked=249473108 bytes_sent=286831508 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6592.162271] TCP: my_cca: seq=100630 cwnd=3 rtt=124 bytes_acked=249481796 bytes_sent=286838748 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6592.162917] TCP: my_cca: seq=100638 cwnd=6 rtt=224 bytes_acked=249500620 bytes_sent=286860468 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6592.163162] TCP: my_cca: seq=100642 cwnd=3 rtt=107 bytes_acked=249509308 bytes_sent=286867708 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6592.163702] TCP: my_cca: seq=100649 cwnd=6 rtt=172 bytes_acked=249525236 bytes_sent=286889428 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6592.164050] TCP: my_cca: seq=100653 cwnd=3 rtt=111 bytes_acked=249533924 bytes_sent=286895220 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6592.164573] TCP: my_cca: seq=100661 cwnd=6 rtt=148 bytes_acked=249551300 bytes_sent=286918388 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6592.164926] TCP: my_cca: seq=100665 cwnd=3 rtt=117 bytes_acked=249559988 bytes_sent=286925628 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6592.165586] TCP: my_cca: seq=100673 cwnd=6 rtt=273 bytes_acked=249578812 bytes_sent=286947348 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6592.165829] TCP: my_cca: seq=100676 cwnd=3 rtt=106 bytes_acked=249587500 bytes_sent=286954588 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6592.166322] TCP: my_cca: seq=100683 cwnd=6 rtt=149 bytes_acked=249603428 bytes_sent=286976308 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6592.166653] TCP: my_cca: seq=100687 cwnd=3 rtt=108 bytes_acked=249612116 bytes_sent=286982100 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6592.167191] TCP: my_cca: seq=100695 cwnd=6 rtt=149 bytes_acked=249629492 bytes_sent=287005268 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6592.167550] TCP: my_cca: seq=100699 cwnd=3 rtt=119 bytes_acked=249638180 bytes_sent=287012508 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6592.167644] TCP: my_cca: seq=100700 cwnd=4 rtt=107 bytes_acked=249641076 bytes_sent=287013956 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6592.168199] TCP: my_cca: seq=100706 cwnd=6 rtt=277 bytes_acked=249657004 bytes_sent=287034228 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6592.168445] TCP: my_cca: seq=100709 cwnd=3 rtt=105 bytes_acked=249665692 bytes_sent=287041468 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6592.168934] TCP: my_cca: seq=100716 cwnd=6 rtt=168 bytes_acked=249681620 bytes_sent=287063188 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6592.169268] TCP: my_cca: seq=100720 cwnd=3 rtt=111 bytes_acked=249690308 bytes_sent=287068980 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6592.169805] TCP: my_cca: seq=100728 cwnd=6 rtt=145 bytes_acked=249707684 bytes_sent=287092148 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6592.170137] TCP: my_cca: seq=100732 cwnd=3 rtt=106 bytes_acked=249716372 bytes_sent=287097940 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6592.170816] TCP: my_cca: seq=100739 cwnd=6 rtt=278 bytes_acked=249735196 bytes_sent=287121108 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6592.171069] TCP: my_cca: seq=100742 cwnd=3 rtt=105 bytes_acked=249743884 bytes_sent=287128348 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6592.171546] TCP: my_cca: seq=100749 cwnd=6 rtt=165 bytes_acked=249759812 bytes_sent=287150068 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6592.171893] TCP: my_cca: seq=100753 cwnd=3 rtt=119 bytes_acked=249768500 bytes_sent=287157308 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6592.172421] TCP: my_cca: seq=100761 cwnd=6 rtt=193 bytes_acked=249785876 bytes_sent=287179028 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6592.172693] TCP: my_cca: seq=100764 cwnd=3 rtt=97 bytes_acked=249794564 bytes_sent=287184820 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6592.173434] TCP: my_cca: seq=100771 cwnd=6 rtt=282 bytes_acked=249813388 bytes_sent=287207988 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6592.173688] TCP: my_cca: seq=100774 cwnd=3 rtt=109 bytes_acked=249822076 bytes_sent=287215228 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6592.174179] TCP: my_cca: seq=100781 cwnd=6 rtt=177 bytes_acked=249838004 bytes_sent=287236948 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6592.174513] TCP: my_cca: seq=100785 cwnd=3 rtt=110 bytes_acked=249846692 bytes_sent=287242740 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6592.175019] TCP: my_cca: seq=100793 cwnd=6 rtt=136 bytes_acked=249864068 bytes_sent=287265908 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6592.175376] TCP: my_cca: seq=100797 cwnd=3 rtt=112 bytes_acked=249872756 bytes_sent=287271700 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6592.175615] TCP: my_cca: seq=100800 cwnd=4 rtt=119 bytes_acked=249879996 bytes_sent=287280388 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6592.176048] TCP: my_cca: seq=100804 cwnd=6 rtt=274 bytes_acked=249891580 bytes_sent=287294868 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6592.176298] TCP: my_cca: seq=100807 cwnd=3 rtt=106 bytes_acked=249900268 bytes_sent=287302108 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6592.176781] TCP: my_cca: seq=100814 cwnd=6 rtt=169 bytes_acked=249916196 bytes_sent=287323828 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6592.177135] TCP: my_cca: seq=100818 cwnd=3 rtt=122 bytes_acked=249924884 bytes_sent=287331068 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6592.177654] TCP: my_cca: seq=100826 cwnd=6 rtt=178 bytes_acked=249942260 bytes_sent=287352788 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6592.177938] TCP: my_cca: seq=100830 cwnd=3 rtt=95 bytes_acked=249950948 bytes_sent=287358580 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6592.178667] TCP: my_cca: seq=100837 cwnd=6 rtt=271 bytes_acked=249969772 bytes_sent=287381748 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6592.178934] TCP: my_cca: seq=100840 cwnd=3 rtt=115 bytes_acked=249978460 bytes_sent=287388988 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6592.179397] TCP: my_cca: seq=100847 cwnd=6 rtt=155 bytes_acked=249994388 bytes_sent=287410708 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6592.179751] TCP: my_cca: seq=100851 cwnd=3 rtt=119 bytes_acked=250003076 bytes_sent=287417948 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6592.180274] TCP: my_cca: seq=100859 cwnd=6 rtt=193 bytes_acked=250020452 bytes_sent=287439668 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6592.180537] TCP: my_cca: seq=100863 cwnd=3 rtt=88 bytes_acked=250029140 bytes_sent=287445460 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6592.181283] TCP: my_cca: seq=100870 cwnd=6 rtt=270 bytes_acked=250047964 bytes_sent=287468628 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6592.181538] TCP: my_cca: seq=100873 cwnd=3 rtt=104 bytes_acked=250056652 bytes_sent=287475868 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6592.182014] TCP: my_cca: seq=100880 cwnd=6 rtt=166 bytes_acked=250072580 bytes_sent=287497588 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6592.182373] TCP: my_cca: seq=100884 cwnd=3 rtt=124 bytes_acked=250081268 bytes_sent=287504828 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6592.182890] TCP: my_cca: seq=100892 cwnd=6 rtt=181 bytes_acked=250098644 bytes_sent=287526548 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6592.183158] TCP: my_cca: seq=100896 cwnd=3 rtt=87 bytes_acked=250107332 bytes_sent=287532340 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6592.183505] TCP: my_cca: seq=100900 cwnd=5 rtt=110 bytes_acked=250117468 bytes_sent=287543924 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6592.183895] TCP: my_cca: seq=100903 cwnd=6 rtt=257 bytes_acked=250126156 bytes_sent=287555508 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6592.184154] TCP: my_cca: seq=100906 cwnd=3 rtt=109 bytes_acked=250134844 bytes_sent=287562748 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6592.184817] TCP: my_cca: seq=100913 cwnd=6 rtt=318 bytes_acked=250155116 bytes_sent=287584468 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6592.185017] TCP: my_cca: seq=100915 cwnd=3 rtt=113 bytes_acked=250159460 bytes_sent=287591708 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6592.185506] TCP: my_cca: seq=100923 cwnd=6 rtt=150 bytes_acked=250176836 bytes_sent=287613428 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6592.185780] TCP: my_cca: seq=100927 cwnd=3 rtt=92 bytes_acked=250185524 bytes_sent=287619220 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6592.186513] TCP: my_cca: seq=100934 cwnd=6 rtt=272 bytes_acked=250204348 bytes_sent=287642388 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6592.186771] TCP: my_cca: seq=100937 cwnd=3 rtt=108 bytes_acked=250213036 bytes_sent=287649628 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6592.187247] TCP: my_cca: seq=100944 cwnd=6 rtt=171 bytes_acked=250228964 bytes_sent=287671348 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6592.187595] TCP: my_cca: seq=100948 cwnd=3 rtt=108 bytes_acked=250237652 bytes_sent=287677140 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6592.188117] TCP: my_cca: seq=100956 cwnd=6 rtt=146 bytes_acked=250255028 bytes_sent=287700308 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6592.188463] TCP: my_cca: seq=100960 cwnd=3 rtt=105 bytes_acked=250263716 bytes_sent=287706100 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6592.189130] TCP: my_cca: seq=100967 cwnd=6 rtt=279 bytes_acked=250282540 bytes_sent=287729268 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6592.189381] TCP: my_cca: seq=100970 cwnd=3 rtt=107 bytes_acked=250291228 bytes_sent=287736508 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6592.189862] TCP: my_cca: seq=100977 cwnd=6 rtt=166 bytes_acked=250307156 bytes_sent=287758228 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6592.190225] TCP: my_cca: seq=100981 cwnd=3 rtt=122 bytes_acked=250315844 bytes_sent=287765468 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6592.190736] TCP: my_cca: seq=100989 cwnd=6 rtt=179 bytes_acked=250333220 bytes_sent=287787188 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6592.191007] TCP: my_cca: seq=100993 cwnd=3 rtt=98 bytes_acked=250341908 bytes_sent=287792980 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6592.191747] TCP: my_cca: seq=101000 cwnd=6 rtt=279 bytes_acked=250360732 bytes_sent=287816148 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6592.192003] TCP: my_cca: seq=101003 cwnd=3 rtt=105 bytes_acked=250369420 bytes_sent=287823388 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6592.192476] TCP: my_cca: seq=101010 cwnd=6 rtt=160 bytes_acked=250385348 bytes_sent=287845108 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6592.192838] TCP: my_cca: seq=101014 cwnd=3 rtt=130 bytes_acked=250394036 bytes_sent=287852348 phase=congestion_avoidance Destination: 192.168.88.253:54910
